State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min Price,Max Price,Modal Price
West Bengal,Darjeeling,Darjeeling,Carrot,Other,FAQ,8/1/2023,6300,6500,6400
West Bengal,Darjeeling,Kalimpong,Carrot,Other,FAQ,8/1/2023,8000,10000,9000
Himachal Pradesh,Kangra,Palampur,Carrot,Carrot,FAQ,8/2/2023,3000,3500,3250
Kerala,Alappuzha,Harippad,Carrot,Other,FAQ,8/2/2023,7000,7600,7000
Telangana,Karimnagar,Karimnagar(Rythu Bazar),Carrot,Carrot,FAQ,8/2/2023,3100,3500,3200
,,,,,,,,,
Himachal Pradesh,Kangra,Palampur,Beetroot,Beetroot,FAQ,7/27/2023,3500,4000,3750
Kerala,Alappuzha,Harippad,Beetroot,Other,FAQ,7/27/2023,4000,4500,4000
Chattisgarh,Bilaspur,Tiphra,Beetroot,Beetroot,FAQ,7/28/2023,2000,2500,2300
Gujarat,Surat,Surat,Beetroot,Other,FAQ,7/28/2023,1200,2000,1600
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Beetroot,Beetroot,FAQ,7/28/2023,3800,4200,4000
Himachal Pradesh,Kangra,Palampur,Beetroot,Beetroot,FAQ,7/28/2023,3500,4000,3750
Karnataka,Bangalore,Ramanagara,Beetroot,Beetroot,FAQ,7/28/2023,2000,2400,2200
Karnataka,Chamrajnagar,Chamaraj Nagar,Beetroot,Beetroot,FAQ,7/28/2023,1500,2500,2000
Karnataka,Chikmagalur,Bagepalli,Beetroot,Beetroot,FAQ,7/28/2023,1800,2200,2000
Karnataka,Chikmagalur,Chikkamagalore,Beetroot,Beetroot,FAQ,7/28/2023,1488,1488,1488
Karnataka,Kolar,Chintamani,Beetroot,Beetroot,FAQ,7/28/2023,2000,2500,2200
Karnataka,Shimoga,Shimoga,Beetroot,Beetroot,FAQ,7/28/2023,1800,2000,1900
Kerala,Alappuzha,Chengannur,Beetroot,Beetroot,FAQ,7/28/2023,4400,4800,4500
Kerala,Alappuzha,Harippad,Beetroot,Other,FAQ,7/28/2023,4000,4500,4000
Kerala,Kollam,Anchal,Beetroot,Other,FAQ,7/28/2023,4800,5000,4900
Kerala,Kottayam,Kuruppanthura,Beetroot,Beetroot,FAQ,7/28/2023,3600,4800,4000
Kerala,Kozhikode(Calicut),Kallachi,Beetroot,Beetroot,FAQ,7/28/2023,4800,5200,5000
Kerala,Malappuram,Kondotty,Beetroot,Other,FAQ,7/28/2023,2500,2700,2600
Kerala,Palakad,Pattambi,Beetroot,Other,FAQ,7/28/2023,2600,3000,2800
Kerala,Thirssur,Chelakkara,Beetroot,Other,FAQ,7/28/2023,3000,3500,3200
Maharashtra,Pune,Pune,Beetroot,Other,FAQ,7/28/2023,800,2000,1400
Maharashtra,Pune,Pune(Moshi),Beetroot,Other,FAQ,7/28/2023,1000,2000,1500
Maharashtra,Pune,Pune(Pimpri),Beetroot,Other,FAQ,7/28/2023,1500,1500,1500
Meghalaya,East Khasi Hills,Shillong,Beetroot,Beetroot,FAQ,7/28/2023,7000,8500,8000
Rajasthan,Bikaner,Bikaner(F&V),Beetroot,Other,FAQ,7/28/2023,1300,1500,1400
Telangana,Hyderabad,Bowenpally,Beetroot,Beetroot,FAQ,7/28/2023,600,1200,1000
Telangana,Hyderabad,Gudimalkapur,Beetroot,Beetroot,FAQ,7/28/2023,1000,2000,1500
Telangana,Hyderabad,Mahboob Manison,Beetroot,Beetroot,FAQ,7/28/2023,2000,2000,2000
Telangana,Karimnagar,Karimnagar,Beetroot,Beetroot,FAQ,7/28/2023,3000,3000,3000
Telangana,Karimnagar,Karimnagar(Rythu Bazar),Beetroot,Beetroot,FAQ,7/28/2023,3000,4000,3500
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Beetroot,Beetroot,FAQ,7/28/2023,1500,1500,1500
Telangana,Warangal,Warangal,Beetroot,Beetroot,FAQ,7/28/2023,3200,3600,3400
Karnataka,Chamrajnagar,Chamaraj Nagar,Beetroot,Beetroot,FAQ,7/29/2023,1500,2400,2000
Kerala,Alappuzha,Aroor,Beetroot,Other,FAQ,7/29/2023,4000,4200,4100
Kerala,Alappuzha,Chengannur,Beetroot,Beetroot,FAQ,7/29/2023,4300,4600,4400
Kerala,Alappuzha,Harippad,Beetroot,Other,FAQ,7/29/2023,4000,4500,4000
Kerala,Alappuzha,Kayamkulam,Beetroot,Other,FAQ,7/29/2023,1600,1800,1700
Kerala,Ernakulam,Angamaly,Beetroot,Beetroot,FAQ,7/29/2023,4000,5000,4500
Kerala,Ernakulam,Piravam,Beetroot,Other,FAQ,7/29/2023,5000,6500,6000
Kerala,Ernakulam,Thrippunithura,Beetroot,Beetroot,FAQ,7/29/2023,6400,7200,6600
Kerala,Idukki,Thodupuzha,Beetroot,Other,FAQ,7/29/2023,3200,3400,3400
Kerala,Idukki,Vandiperiyar,Beetroot,Other,FAQ,7/29/2023,1020,1020,1020
Kerala,Kasargod,Neeleswaram,Beetroot,Other,FAQ,7/29/2023,5400,5600,5500
Kerala,Kollam,Kottarakkara,Beetroot,Other,FAQ,7/29/2023,4000,4000,4000
Kerala,Kozhikode(Calicut),Kallachi,Beetroot,Beetroot,FAQ,7/29/2023,4600,5000,4800
Kerala,Kozhikode(Calicut),Palayam,Beetroot,Other,FAQ,7/29/2023,3900,4100,4000
Kerala,Kozhikode(Calicut),Perambra,Beetroot,Other,FAQ,7/29/2023,4700,5000,4900
Kerala,Kozhikode(Calicut),Thamarassery,Beetroot,Other,FAQ,7/29/2023,3200,3900,3400
Kerala,Malappuram,Kondotty,Beetroot,Other,FAQ,7/29/2023,2500,2700,2600
Kerala,Malappuram,Manjeri,Beetroot,Other,FAQ,7/29/2023,2800,2900,2850
Kerala,Thirssur,Chavakkad,Beetroot,Other,FAQ,7/29/2023,2800,3600,3600
Kerala,Thirssur,Thrissur,Beetroot,Beetroot,FAQ,7/29/2023,3000,3000,3000
Kerala,Thiruvananthapuram,Aralamoodu,Beetroot,Beetroot,FAQ,7/29/2023,3000,3000,3000
Kerala,Thiruvananthapuram,Neyyatinkara,Beetroot,Beetroot,FAQ,7/29/2023,4500,5000,4800
Maharashtra,Pune,Pune(Khadiki),Beetroot,Other,FAQ,7/29/2023,1200,1200,1200
Maharashtra,Pune,Pune(Moshi),Beetroot,Other,FAQ,7/29/2023,1000,2000,1500
Maharashtra,Pune,Pune(Pimpri),Beetroot,Other,FAQ,7/29/2023,1500,1800,1600
Telangana,Hyderabad,Bowenpally,Beetroot,Beetroot,FAQ,7/29/2023,600,3000,1200
Telangana,Hyderabad,Gudimalkapur,Beetroot,Beetroot,FAQ,7/29/2023,2000,2000,2000
Telangana,Karimnagar,Karimnagar(Rythu Bazar),Beetroot,Beetroot,FAQ,7/29/2023,12000,14000,13000
Telangana,Ranga Reddy,Kukatpally(Rythu Bazar),Beetroot,Beetroot,FAQ,7/29/2023,3500,3500,3500
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Beetroot,Beetroot,FAQ,7/29/2023,3500,3500,3500
Telangana,Ranga Reddy,"Ramakrisnapuram,RBZ",Beetroot,Beetroot,FAQ,7/29/2023,3500,3500,3500
Telangana,Warangal,Warangal,Beetroot,Beetroot,FAQ,7/29/2023,1800,2000,1900
Kerala,Thirssur,Wadakkanchery,Beetroot,Beetroot,FAQ,7/30/2023,3600,4000,4000
Maharashtra,Pune,Pune,Beetroot,Other,FAQ,7/30/2023,1000,2000,1500
Maharashtra,Pune,Pune(Moshi),Beetroot,Other,FAQ,7/30/2023,2000,2000,2000
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Beetroot,Beetroot,FAQ,7/30/2023,2800,2800,2800
Telangana,Warangal,Warangal,Beetroot,Beetroot,FAQ,7/30/2023,3000,3200,3100
Gujarat,Surat,Surat,Beetroot,Other,FAQ,7/31/2023,1100,1800,1450
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Beetroot,Beetroot,FAQ,7/31/2023,3800,4200,4000
Himachal Pradesh,Kangra,Palampur,Beetroot,Beetroot,FAQ,7/31/2023,3500,4000,3750
Karnataka,Bangalore,Ramanagara,Beetroot,Beetroot,FAQ,7/31/2023,2000,2400,2200
Karnataka,Chamrajnagar,Chamaraj Nagar,Beetroot,Beetroot,FAQ,7/31/2023,1200,1800,1500
Karnataka,Chikmagalur,Chikkamagalore,Beetroot,Beetroot,FAQ,7/31/2023,1265,1665,1465
Kerala,Alappuzha,Aroor,Beetroot,Other,FAQ,7/31/2023,4000,4200,4100
Kerala,Alappuzha,Chengannur,Beetroot,Beetroot,FAQ,7/31/2023,3800,4100,4000
Kerala,Alappuzha,Harippad,Beetroot,Other,FAQ,7/31/2023,4000,4500,4000
Kerala,Alappuzha,Kayamkulam,Beetroot,Other,FAQ,7/31/2023,2200,2400,2300
Kerala,Alappuzha,Mannar,Beetroot,Other,FAQ,7/31/2023,4000,4200,4100
Kerala,Ernakulam,Angamaly,Beetroot,Beetroot,FAQ,7/31/2023,3800,4800,4300
Kerala,Ernakulam,Moovattupuzha,Beetroot,Other,FAQ,7/31/2023,4000,4200,4100
Kerala,Ernakulam,Piravam,Beetroot,Other,FAQ,7/31/2023,4500,6000,5000
Kerala,Ernakulam,Thrippunithura,Beetroot,Beetroot,FAQ,7/31/2023,6000,7000,6200
Kerala,Idukki,Adimali,Beetroot,Beetroot,FAQ,7/31/2023,5000,6000,6000
Kerala,Idukki,Thodupuzha,Beetroot,Other,FAQ,7/31/2023,2800,3000,3000
Kerala,Kollam,Kottarakkara,Beetroot,Other,FAQ,7/31/2023,4000,4000,4000
Kerala,Kottayam,Ettumanoor,Beetroot,Other,FAQ,7/31/2023,2800,3200,3000
Kerala,Kottayam,Kuruppanthura,Beetroot,Beetroot,FAQ,7/31/2023,4000,4900,4600
Kerala,Kottayam,Pala,Beetroot,Beetroot,FAQ,7/31/2023,4800,6000,5500
Kerala,Kottayam,Thalayolaparambu,Beetroot,Beetroot,FAQ,7/31/2023,3300,3700,3500
Kerala,Kozhikode(Calicut),Perambra,Beetroot,Other,FAQ,7/31/2023,4800,4900,4900
Kerala,Malappuram,Manjeri,Beetroot,Other,FAQ,7/31/2023,2800,2900,2850
Kerala,Malappuram,Thirurrangadi,Beetroot,Other,FAQ,7/31/2023,3200,3600,3500
Kerala,Palakad,Koduvayoor,Beetroot,Other,FAQ,7/31/2023,2600,3500,3000
Kerala,Palakad,Palakkad,Beetroot,Beetroot,FAQ,7/31/2023,3000,3600,3400
Kerala,Palakad,Pattambi,Beetroot,Other,FAQ,7/31/2023,2600,3000,2800
Kerala,Thirssur,Chelakkara,Beetroot,Other,FAQ,7/31/2023,3000,3500,3200
Kerala,Thirssur,Kodungalloor,Beetroot,Other,FAQ,7/31/2023,2600,2600,2600
Kerala,Thiruvananthapuram,Aralamoodu,Beetroot,Beetroot,FAQ,7/31/2023,3000,3000,3000
Kerala,Thiruvananthapuram,Neyyatinkara,Beetroot,Beetroot,FAQ,7/31/2023,3500,4000,3800
Kerala,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,7/31/2023,3500,4000,3800
Maharashtra,Pune,Pune,Beetroot,Other,FAQ,7/31/2023,1000,2000,1500
Maharashtra,Pune,Pune(Moshi),Beetroot,Other,FAQ,7/31/2023,1000,2000,1500
Meghalaya,East Khasi Hills,Shillong,Beetroot,Beetroot,FAQ,7/31/2023,7000,8000,7500
Punjab,Barnala,Barnala,Beetroot,Beetroot,FAQ,7/31/2023,2300,2400,2350
Telangana,Karimnagar,Karimnagar(Rythu Bazar),Beetroot,Beetroot,FAQ,7/31/2023,3000,4000,3500
Telangana,Ranga Reddy,Kukatpally(Rythu Bazar),Beetroot,Beetroot,FAQ,7/31/2023,2800,2800,2800
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Beetroot,Beetroot,FAQ,7/31/2023,2800,2800,2800
Telangana,Ranga Reddy,"Ramakrisnapuram,RBZ",Beetroot,Beetroot,FAQ,7/31/2023,2800,2800,2800
Telangana,Warangal,Warangal,Beetroot,Beetroot,FAQ,7/31/2023,3000,3200,3100
Gujarat,Ahmedabad,Ahmedabad,Beetroot,Other,FAQ,8/1/2023,800,2000,1500
Gujarat,Surat,Surat,Beetroot,Other,FAQ,8/1/2023,1200,1800,1500
Haryana,Mahendragarh-Narnaul,Mohindergarh,Beetroot,Beetroot,FAQ,8/1/2023,2000,2000,2000
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Beetroot,Beetroot,FAQ,8/1/2023,3800,4200,4000
Himachal Pradesh,Kangra,Palampur,Beetroot,Beetroot,FAQ,8/1/2023,3500,4000,3750
Himachal Pradesh,Mandi,Mandi(Mandi),Beetroot,Beetroot,FAQ,8/1/2023,2000,2000,2000
Jammu and Kashmir,Jammu,Narwal Jammu (F&V),Beetroot,Other,FAQ,8/1/2023,1800,2200,2000
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Beetroot,Beetroot,FAQ,8/1/2023,3000,3500,3300
Karnataka,Bangalore,Doddaballa Pur,Beetroot,Beetroot,FAQ,8/1/2023,2400,3000,2700
Karnataka,Bangalore,Ramanagara,Beetroot,Beetroot,FAQ,8/1/2023,2000,2400,2200
Karnataka,Chamrajnagar,Chamaraj Nagar,Beetroot,Beetroot,FAQ,8/1/2023,1000,1800,1400
Karnataka,Chikmagalur,Bagepalli,Beetroot,Beetroot,FAQ,8/1/2023,1200,1500,1350
Karnataka,Davangere,Davangere,Beetroot,Beetroot,FAQ,8/1/2023,1500,2000,1800
Karnataka,Kolar,Bangarpet,Beetroot,Beetroot,FAQ,8/1/2023,800,1300,1000
Karnataka,Kolar,Chickkaballapura,Beetroot,Beetroot,FAQ,8/1/2023,1200,1400,1300
Karnataka,Kolar,Chintamani,Beetroot,Beetroot,FAQ,8/1/2023,1000,1700,1500
Karnataka,Kolar,Kolar,Beetroot,Beetroot,FAQ,8/1/2023,1000,1500,1300
Karnataka,Shimoga,Shimoga,Beetroot,Beetroot,FAQ,8/1/2023,1800,2000,1900
Kerala,Alappuzha,Alappuzha,Beetroot,Other,FAQ,8/1/2023,5500,6500,6000
Kerala,Alappuzha,Chengannur,Beetroot,Beetroot,FAQ,8/1/2023,3600,4200,4000
Kerala,Alappuzha,Cherthala,Beetroot,Other,FAQ,8/1/2023,6500,6650,6600
Kerala,Alappuzha,Harippad,Beetroot,Other,FAQ,8/1/2023,4000,4500,4000
Kerala,Alappuzha,Kayamkulam,Beetroot,Other,FAQ,8/1/2023,2400,2600,2500
Kerala,Ernakulam,Angamaly,Beetroot,Beetroot,FAQ,8/1/2023,3800,4800,4300
Kerala,Ernakulam,Thrippunithura,Beetroot,Beetroot,FAQ,8/1/2023,6000,7000,6200
Kerala,Idukki,Adimali,Beetroot,Beetroot,FAQ,8/1/2023,4000,5000,4000
Kerala,Idukki,Thodupuzha,Beetroot,Other,FAQ,8/1/2023,2800,3000,3000
Kerala,Idukki,Vandiperiyar,Beetroot,Other,FAQ,8/1/2023,1080,1080,1080
Kerala,Kasargod,Neeleswaram,Beetroot,Other,FAQ,8/1/2023,5400,5600,5500
Kerala,Kollam,Kottarakkara,Beetroot,Other,FAQ,8/1/2023,4000,4000,4000
Kerala,Kottayam,Kottayam,Beetroot,Beetroot,FAQ,8/1/2023,3700,4100,3900
Kerala,Kottayam,Thalayolaparambu,Beetroot,Beetroot,FAQ,8/1/2023,3300,3700,3500
Kerala,Kozhikode(Calicut),Kallachi,Beetroot,Beetroot,FAQ,8/1/2023,4800,5200,5000
Kerala,Kozhikode(Calicut),Palayam,Beetroot,Other,FAQ,8/1/2023,3900,4100,4000
Kerala,Malappuram,Manjeri,Beetroot,Other,FAQ,8/1/2023,2800,2900,2850
Kerala,Palakad,Palakkad,Beetroot,Beetroot,FAQ,8/1/2023,3000,3600,3400
Kerala,Palakad,Pattambi,Beetroot,Other,FAQ,8/1/2023,3500,4000,3800
Kerala,Thirssur,Chavakkad,Beetroot,Other,FAQ,8/1/2023,3600,4400,4400
Kerala,Thirssur,Chelakkara,Beetroot,Other,FAQ,8/1/2023,3000,3500,3200
Kerala,Thirssur,Thrissur,Beetroot,Beetroot,FAQ,8/1/2023,2500,2800,2500
Kerala,Thiruvananthapuram,Aralamoodu,Beetroot,Beetroot,FAQ,8/1/2023,3000,3000,3000
Kerala,Thiruvananthapuram,Neyyatinkara,Beetroot,Beetroot,FAQ,8/1/2023,3400,4000,3600
Kerala,Thiruvananthapuram,Parassala,Beetroot,Beetroot,FAQ,8/1/2023,4000,4200,4000
Madhya Pradesh,Katni,Katni(F&V),Beetroot,Other,FAQ,8/1/2023,2000,2000,2000
Maharashtra,Amarawati,Amrawati(Frui & Veg. Market),Beetroot,Other,FAQ,8/1/2023,1800,2200,2000
Maharashtra,Chandrapur,Chandrapur(Ganjwad),Beetroot,Other,FAQ,8/1/2023,1000,2000,1500
Maharashtra,Jalgaon,Bhusaval,Beetroot,Other,FAQ,8/1/2023,2000,2000,2000
Maharashtra,Jalgaon,Jalgaon,Beetroot,Other,FAQ,8/1/2023,2000,2000,2000
Maharashtra,Mumbai,Mumbai,Beetroot,Other,FAQ,8/1/2023,2000,3000,2500
Maharashtra,Nagpur,Nagpur,Beetroot,Other,FAQ,8/1/2023,2000,2500,2350
Maharashtra,Pune,Pune,Beetroot,Other,FAQ,8/1/2023,800,2000,1400
Maharashtra,Pune,Pune(Khadiki),Beetroot,Other,FAQ,8/1/2023,1200,1200,1200
Maharashtra,Pune,Pune(Moshi),Beetroot,Other,FAQ,8/1/2023,1500,2000,1750
Maharashtra,Pune,Pune(Pimpri),Beetroot,Other,FAQ,8/1/2023,2000,2000,2000
Meghalaya,East Khasi Hills,Shillong,Beetroot,Beetroot,FAQ,8/1/2023,6000,7500,7000
Meghalaya,East Khasi Hills,Sohra,Beetroot,Other,FAQ,8/1/2023,92000,96000,94000
NCT of Delhi,Delhi,Azadpur,Beetroot,Beetroot,FAQ,8/1/2023,500,1800,1150
Punjab,Fazilka,Abohar,Beetroot,Beetroot,FAQ,8/1/2023,1500,2500,1800
Rajasthan,Bikaner,Bikaner(F&V),Beetroot,Other,FAQ,8/1/2023,1300,1500,1400
Telangana,Hyderabad,Bowenpally,Beetroot,Beetroot,FAQ,8/1/2023,600,2200,1200
Telangana,Hyderabad,Erragadda(Rythu Bazar),Beetroot,Beetroot,FAQ,8/1/2023,2800,2800,2800
Telangana,Hyderabad,Gudimalkapur,Beetroot,Beetroot,FAQ,8/1/2023,1200,2000,1500
Telangana,Hyderabad,L B Nagar,Beetroot,Beetroot,FAQ,8/1/2023,2000,3000,2500
Telangana,Hyderabad,Mahboob Manison,Beetroot,Beetroot,FAQ,8/1/2023,2200,2200,2200
Telangana,Karimnagar,Karimnagar,Beetroot,Beetroot,FAQ,8/1/2023,3000,3000,3000
Telangana,Karimnagar,Karimnagar(Rythu Bazar),Beetroot,Beetroot,FAQ,8/1/2023,3000,3500,3200
Telangana,Nalgonda,Venkateswarnagar,Beetroot,Beetroot,FAQ,8/1/2023,2500,2500,2500
Telangana,Ranga Reddy,Kukatpally(Rythu Bazar),Beetroot,Beetroot,FAQ,8/1/2023,2500,2500,2500
Telangana,Ranga Reddy,"Ramakrisnapuram,RBZ",Beetroot,Beetroot,FAQ,8/1/2023,2500,2500,2500
Telangana,Warangal,Warangal,Beetroot,Beetroot,FAQ,8/1/2023,2800,3000,2900
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Beetroot,Beetroot,FAQ,8/2/2023,3800,4200,4000
Himachal Pradesh,Kangra,Palampur,Beetroot,Beetroot,FAQ,8/2/2023,3500,4000,3750
Kerala,Alappuzha,Harippad,Beetroot,Other,FAQ,8/2/2023,4000,4500,4000
Telangana,Karimnagar,Karimnagar(Rythu Bazar),Beetroot,Beetroot,FAQ,8/2/2023,3000,3500,3200
,,,,,,,,,
Gujarat,Amreli,Damnagar,Cabbage,Cabbage,FAQ,7/27/2023,2350,3000,2700
Himachal Pradesh,Kangra,Palampur,Cabbage,Cabbage,FAQ,7/27/2023,2200,2500,2350
Kerala,Alappuzha,Harippad,Cabbage,Other,FAQ,7/27/2023,3000,3500,3000
Nagaland,Kohima,Jalukie,Cabbage,Cabbage,FAQ,7/27/2023,7000,7200,7100
Chattisgarh,Bilaspur,Tiphra,Cabbage,Cabbage,FAQ,7/28/2023,900,1100,1000
Chattisgarh,Rajnandgaon,Rajnandgaon,Cabbage,Cabbage,FAQ,7/28/2023,1200,1600,1400
Gujarat,Amreli,Damnagar,Cabbage,Cabbage,FAQ,7/28/2023,1400,2000,1850
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Cabbage,Other,FAQ,7/28/2023,2000,2650,2325
Gujarat,Bharuch,Ankleshwar,Cabbage,Cabbage,FAQ,7/28/2023,600,1600,900
Gujarat,Dahod,Dahod(Veg. Market),Cabbage,Cabbage,FAQ,7/28/2023,1000,2200,1500
Gujarat,Gandhinagar,Mansa(Manas Veg Yard),Cabbage,Other,FAQ,7/28/2023,1500,1500,1500
Gujarat,Junagarh,Talalagir,Cabbage,Other,FAQ,7/28/2023,1500,3500,2500
Gujarat,Morbi,Vankaner(Sub yard),Cabbage,Other,FAQ,7/28/2023,2000,2500,2250
Gujarat,Navsari,Bilimora,Cabbage,Other,FAQ,7/28/2023,1000,2000,1500
Gujarat,Porbandar,Porbandar,Cabbage,Cabbage,FAQ,7/28/2023,2000,2500,2250
Gujarat,Rajkot,Gondal(Veg.market Gondal),Cabbage,Cabbage,FAQ,7/28/2023,1500,3500,2500
Gujarat,Rajkot,Morbi,Cabbage,Cabbage,FAQ,7/28/2023,2000,2500,2250
Gujarat,Surat,Surat,Cabbage,Other,FAQ,7/28/2023,900,1800,1350
Gujarat,Surendranagar,Vadhvan,Cabbage,Cabbage,FAQ,7/28/2023,2000,2500,2250
Gujarat,Vadodara(Baroda),Padra,Cabbage,Other,FAQ,7/28/2023,1500,2000,1750
Haryana,Ambala,Ambala Cantt.,Cabbage,Cabbage,FAQ,7/28/2023,600,1200,800
Haryana,Ambala,Barara,Cabbage,Other,FAQ,7/28/2023,700,800,700
Haryana,Ambala,Naraingarh,Cabbage,Other,FAQ,7/28/2023,500,1000,900
Haryana,Gurgaon,Pataudi,Cabbage,Other,FAQ,7/28/2023,1400,1600,1500
Haryana,Hissar,Hansi,Cabbage,Other,FAQ,7/28/2023,1500,1500,1500
Haryana,Kurukshetra,Shahabad,Cabbage,Cabbage,FAQ,7/28/2023,1500,2000,1700
Haryana,Mahendragarh-Narnaul,Narnaul,Cabbage,Other,FAQ,7/28/2023,1500,2000,1800
Haryana,Mewat,Punhana,Cabbage,Other,FAQ,7/28/2023,1000,1500,1300
Haryana,Palwal,Hassanpur,Cabbage,Cabbage,FAQ,7/28/2023,1000,1000,1000
Haryana,Sirsa,Sirsa,Cabbage,Cabbage,FAQ,7/28/2023,2000,2000,2000
Haryana,Sonipat,Ganaur,Cabbage,Cabbage,FAQ,7/28/2023,3000,4000,3500
Haryana,Yamuna Nagar,Radaur,Cabbage,Other,FAQ,7/28/2023,2000,2000,2000
Himachal Pradesh,Chamba,Chamba,Cabbage,Other,FAQ,7/28/2023,800,1000,900
Himachal Pradesh,Hamirpur,Hamirpur,Cabbage,Other,FAQ,7/28/2023,1600,2000,1800
Himachal Pradesh,Hamirpur,Hamirpur(Nadaun),Cabbage,Other,FAQ,7/28/2023,1600,2000,1800
Himachal Pradesh,Kangra,Kangra,Cabbage,Other,FAQ,7/28/2023,2000,2200,2100
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Cabbage,Cabbage,FAQ,7/28/2023,2400,2800,2600
Himachal Pradesh,Kangra,Palampur,Cabbage,Cabbage,FAQ,7/28/2023,2200,2500,2350
Himachal Pradesh,Kullu,Bandrol,Cabbage,Other,FAQ,7/28/2023,500,700,600
Himachal Pradesh,Kullu,Bhuntar,Cabbage,Other,FAQ,7/28/2023,800,1000,900
Himachal Pradesh,Kullu,Kullu,Cabbage,Other,FAQ,7/28/2023,700,800,800
Himachal Pradesh,Mandi,Mandi(Mandi),Cabbage,Cabbage,FAQ,7/28/2023,1000,1200,1100
Himachal Pradesh,Shimla,Shimla,Cabbage,Other,FAQ,7/28/2023,1000,2000,1400
Himachal Pradesh,Shimla,Shimla and Kinnaur(Rampur),Cabbage,Other,FAQ,7/28/2023,1500,2000,1600
Himachal Pradesh,Sirmore,Nahan,Cabbage,Other,FAQ,7/28/2023,1800,2000,1900
Himachal Pradesh,Sirmore,Paonta Sahib,Cabbage,Other,FAQ,7/28/2023,2000,3500,2750
Himachal Pradesh,Solan,Solan,Cabbage,Other,FAQ,7/28/2023,2000,2500,2200
Karnataka,Bangalore,Ramanagara,Cabbage,Cabbage,FAQ,7/28/2023,1200,1600,1400
Karnataka,Chamrajnagar,Chamaraj Nagar,Cabbage,Cabbage,FAQ,7/28/2023,600,1200,900
Karnataka,Chikmagalur,Bagepalli,Cabbage,Cabbage,FAQ,7/28/2023,800,1100,1000
Karnataka,Davangere,Honnali,Cabbage,Cabbage,Medium,7/28/2023,600,1200,1000
Karnataka,Kolar,Bangarpet,Cabbage,Cabbage,FAQ,7/28/2023,500,700,600
Karnataka,Kolar,Chintamani,Cabbage,Cabbage,FAQ,7/28/2023,200,300,250
Karnataka,Shimoga,Shimoga,Cabbage,Cabbage,FAQ,7/28/2023,2800,3000,2900
Kerala,Alappuzha,Chengannur,Cabbage,Other,FAQ,7/28/2023,3400,3800,3500
Kerala,Alappuzha,Harippad,Cabbage,Other,FAQ,7/28/2023,3000,3500,3000
Kerala,Kollam,Anchal,Cabbage,Other,FAQ,7/28/2023,5500,5700,5600
Kerala,Kozhikode(Calicut),Kallachi,Cabbage,Cabbage,FAQ,7/28/2023,2400,2800,2600
Kerala,Malappuram,Kondotty,Cabbage,Other,FAQ,7/28/2023,2000,2200,2100
Kerala,Palakad,Pattambi,Cabbage,Other,FAQ,7/28/2023,1690,2000,1800
Kerala,Thirssur,Chelakkara,Cabbage,Other,FAQ,7/28/2023,2400,2800,2500
Madhya Pradesh,Dewas,Dewas(F&V),Cabbage,Other,FAQ,7/28/2023,500,1500,900
Madhya Pradesh,Harda,Harda(F&V),Cabbage,Other,FAQ,7/28/2023,1000,1200,1100
Madhya Pradesh,Khargone,Khargone,Cabbage,Cabbage,FAQ,7/28/2023,500,800,600
Maharashtra,Ahmednagar,Shrirampur,Cabbage,Other,FAQ,7/28/2023,600,700,650
Maharashtra,Pune,Khed(Chakan),Cabbage,Other,FAQ,7/28/2023,1000,1500,1250
Maharashtra,Pune,Pune,Cabbage,Other,FAQ,7/28/2023,500,1500,1000
Maharashtra,Pune,Pune(Khadiki),Cabbage,Other,FAQ,7/28/2023,700,1000,850
Maharashtra,Pune,Pune(Moshi),Cabbage,Other,FAQ,7/28/2023,700,1000,850
Maharashtra,Pune,Pune(Pimpri),Cabbage,Other,FAQ,7/28/2023,1100,1500,1300
Maharashtra,Ratnagiri,Ratnagiri (Nachane),Cabbage,Other,FAQ,7/28/2023,1000,1700,1400
Maharashtra,Sangli,Islampur,Cabbage,Other,FAQ,7/28/2023,800,1200,1000
Maharashtra,Thane,Kalyan,Cabbage,Other,FAQ,7/28/2023,1000,1500,1250
Nagaland,Kiphire,Kipheri,Cabbage,Cabbage,FAQ,7/28/2023,3000,3200,3100
Nagaland,Kohima,Jalukie,Cabbage,Cabbage,FAQ,7/28/2023,7000,7300,7200
Nagaland,Kohima,Kohima,Cabbage,Cabbage,FAQ,7/28/2023,5500,6000,5800
Odisha,Bargarh,Bargarh(Barapalli),Cabbage,Cabbage,FAQ,7/28/2023,2100,2300,2200
Odisha,Bolangir,Kantabaji,Cabbage,Cabbage,FAQ,7/28/2023,2500,4000,3500
